Report generated 27 January 2026 02:19:27 PM

"Information on the Medicine Shortage Reports Database"
"The TGA publishes information about medicines in Australia that are in shortage, may shortly become subject to shortage or have been discontinued from supply. This information is based on details provided to the TGA by sponsors and is published on the TGA’s Medicine Shortage Reports Database."
"More information about medicine shortages is available at https://www.tga.gov.au/hubs/medicine-shortages."
""
"About the release of this information"
"While reasonable care is taken to ensure that the information is an accurate record of medicine shortages or discontinuations of supply that responsible entities have reported to the TGA, the TGA does not guarantee or warrant the accuracy, reliability, completeness or currency of the information (particularly as the Medicine Shortage Reports Database is subject to frequent updates because of the mandatory reporting requirements) or its usefulness in achieving any purpose."
"To the fullest extent permitted by law, including but not limited to section 61A of the Therapeutic Goods Act 1989, the TGA will not be liable for any loss, damage, cost or expense incurred in or arising by reason of any person relying on this information."

"ARTG ID","ARTG name","Active ingredients","Dosage form","Quantity of active ingredients","Sponsor","Phone","Shortage status","Supply impact start date","Supply impact end date","Deletion from market","Shortage impact rating","Availability","Reason","Management action","Last updated"
"425671","FAMCICLOVIR- WGR 250 famciclovir 250 mg tablets blister pack","famciclovir","Tablet, film coated","250 mg","GM Pharma International Pty Ltd","1800 936 140","Resolved","21/10/2025","30/10/2025",,"Low","Available","Manufacturing","","31/10/2025"
"425672","FAMCICLOVIR- WGR 500 famciclovir 500 mg tablets blister pack","famciclovir","Tablet, film coated","500 mg","GM Pharma International Pty Ltd","1800 936 140","Resolved","21/10/2025","30/10/2025",,"Low","Available","Manufacturing","","31/10/2025"
"42569","DBL BLEOMYCIN 15000IU (as sulfate) powder for injection vial","bleomycin sulfate","Injection, powder for","15000 IU","Pfizer Australia Pty Ltd","1800-675-229","Resolved","17/11/2025","8/12/2025",,"Critical","Available","Manufacturing","","8/12/2025"
"42972","MIVACRON mivacurium 10mg/5mL (as chloride) injection ampoule","mivacurium chloride","Injection, solution","2.14 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"19/12/2025","Medium","Unavailable","Manufacturing","","22/12/2025"
"42975","DANTRIUM dantrolene sodium hemiheptahydrate 25mg capsule bottle","dantrolene sodium hemiheptahydrate","Capsule","25 mg","Pfizer Australia Pty Ltd","1800 675 229","Current","28/05/2018","31/12/2026",,"Medium","Unavailable","Manufacturing","An overseas registered product containing dantrolene 25mg has been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","27/01/2026"
"42976","DANTRIUM dantrolene sodium hemiheptahydrate 50mg capsule bottle","dantrolene sodium hemiheptahydrate","Capsule","50 mg","Pfizer Australia Pty Ltd","1800 675 229","Current","31/05/2018","31/12/2026",,"Medium","Unavailable","Manufacturing","An overseas registered product containing dantrolene 25mg has been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","27/01/2026"
"43100","NIMOTOP nimodipine 30 mg tablets blister pack","nimodipine","Tablet, film coated","30 mg","Boucher & Muir Pty Ltd","1800627680","Anticipated","28/02/2026","31/03/2026",,"Critical","Available","Manufacturing","Sponsor is working to expedite the next shipment.","23/12/2025"
"431135","EPTIFIBATIDE MEDSURGE eptifibatide (as acetate) 20 mg/10 mL solution for injection vial","eptifibatide","Injection, solution","20 mg","Medsurge Pharma Pty Ltd","0477330626","Current","5/12/2025","1/09/2026",,"Medium","Unavailable","Manufacturing","An alternative strength is available.","9/12/2025"
"431250","ANASTROZOLE-WGR anastrozole 1 mg film-coated tablet blister pack","anastrozole","Tablet, film coated","1 mg","GM Pharma International Pty Ltd","1800 936 140","Anticipated","3/04/2026","10/07/2026",,"Low","Available","Manufacturing","Alternative generic products are available.","19/12/2025"
"43190","APRESOLINE hydralazine hydrochloride 20mg powder for injection ampoule","hydralazine hydrochloride","Injection, powder for","20 mg","Amdipharm Mercury Australia Pty Ltd","1800 627 680","Current","8/08/2025","31/03/2026",,"Critical","Unavailable","Manufacturing","Unregistered products have been approved for supply under section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","19/12/2025"
"432370","ISOTRETINOIN-WGR isotretinoin 20mg capsule blister pack","isotretinoin","Capsule, soft","20 mg","GM Pharma International Pty Ltd","1800 936 140","Current","21/10/2025","17/04/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","27/01/2026"
"432371","ISOTRETINOIN-WGR isotretinoin 10mg capsule - soft blister pack","isotretinoin","Capsule, soft","10 mg","GM Pharma International Pty Ltd","1800 936 140","Current","1/12/2025","26/06/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","9/01/2026"
"433092","MUPIROCIN-WGR mupirocin 20 mg/g ointment tube","mupirocin","Ointment","20 mg/g","Southern Cross Pharma Pty Ltd","03 9809 79000","Resolved","21/10/2025","8/01/2026",,"Low","Available","Manufacturing","","9/01/2026"
"43321","LARIAM mefloquine 250mg (as hydrochloride) tablet blister pack","mefloquine hydrochloride","Tablet, uncoated","274.09 mg","Pharmaco Australia Ltd","1800201564","Current","19/12/2025","20/03/2026",,"Medium","Limited Availability","Transport / Logistic issues / Storage capacity issues","Sponsor is closely controlling the supply and is working to expedite the next shipment.","22/12/2025"
"43523","LAMISIL terbinafine 250mg (as hydrochloride) tablet blister pack","terbinafine hydrochloride","Tablet, uncoated","281.25 mg","Novartis Pharmaceuticals Australia Pty Ltd","1800 671 203","Discontinued",,,"1/02/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","16/06/2025"
"43840","OTODEX EAR DROPS dexamethasone (as sodium metasulfobenzoate) framycetin sulfate gramicidin 8 mL bottle","dexamethasone~framycetin sulfate~gramicidin","Ear Drops",".5 mg/mL~5 mg/mL~.05 mg/mL","Pharmaco Australia Ltd","1800201564","Current","8/12/2025","30/01/2026",,"Medium","Limited Availability","Manufacturing","The sponsor is closely controlling the supply. An alternative brand is available.","8/12/2025"
"444951","ARIPENA aripiprazole 400 mg powder and diluent for prolonged release suspension for injection vial kit","aripiprazole monohydrate","Injection, powder for","416.07 mg","Sun Pharma ANZ Pty Ltd","0298872600","Current","18/08/2025","20/02/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available.","16/12/2025"
"445018","CARBOPLATIN EUGIA Carboplatin 450 mg/45 mL solution for injection vial","carboplatin","Injection, solution","450 mg","Eugia Pharma (Australia) Pty Ltd","0398546370","Resolved","14/08/2025","12/12/2025",,"Low","Available","Unexpected increase in demand due to other sponsors unable to supply","","22/12/2025"
"46475","MONOPRIL fosinopril sodium 10mg tablet blister pack","fosinopril sodium","Tablet, uncoated","10 mg","Bristol-Myers Squibb Australia Pty Ltd","1800 629 273","Discontinued",,,"30/06/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Reduction in supply until supply is exhausted Patients are advised to consult their health professional to discuss alternative treatment options","10/12/2024"
"46641","OPTIRAY 320 Ioversol 33.9 g/50 mL injection syringe (hand held and power injector)","ioversol","Injection, solution","678 mg/mL","Guerbet Australia Pty Ltd","0280753007","Discontinued",,,"29/01/2025","Medium","Unavailable","Manufacturing","OPTIRAY 320 Ioversol 33.9 g/50 mL injection syringe (hand held and power injector) (AUST R: 46641) has been in long term shortage since 2022. The sponsor has made the commercial decision to discontinue this product. For further information, contact Guerbet Australia Pty Ltd on 02 8075 3007.","11/02/2025"
"46642","OPTIRAY 320 Ioversol 84.75 g/125 mL injection syringe (power injector)","ioversol","Injection, solution","678 mg/mL","Guerbet Australia Pty Ltd","0280753007","Discontinued",,,"29/01/2025","Medium","Unavailable","Unexpected increase in demand due to other sponsors unable to supply","OPTIRAY 320 Ioversol 84.75 g/125 mL injection syringe (power injector) (AUST R: 46642) has been in long term shortage since 2022. The sponsor has made the commercial decision to discontinue this product. For further information, contact Guerbet Australia Pty Ltd on 02 8075 3007.","11/02/2025"
"46942","DBL PHENYTOIN INJECTION 100mg/2mL ampoule","phenytoin sodium","Injection, solution","100 mg","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"6/10/2025","Critical","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Overseas registered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","28/11/2025"
"46943","DBL PHENYTOIN INJECTION 250mg/5mL ampoule","phenytoin sodium","Injection, solution","250 mg","Pfizer Australia Pty Ltd","1800-675-229","Current","22/10/2025","27/03/2026",,"Critical","Limited Availability","Manufacturing","Overseas registered products have been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","28/11/2025"
"47008","RISPERDAL risperidone 1mg tablet blister pack","risperidone","Tablet, film coated","1 mg","Janssen-Cilag Pty Ltd","1800226334","Discontinued",,,"15/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","31/07/2025"
"47010","RISPERDAL risperidone 3mg tablet blister pack","risperidone","Tablet, film coated","3 mg","Janssen-Cilag Pty Ltd","1800226334","Discontinued",,,"15/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","31/07/2025"
"47011","RISPERDAL risperidone 4mg tablet blister pack","risperidone","Tablet, film coated","4 mg","Janssen-Cilag Pty Ltd","1800226334","Discontinued",,,"15/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","31/07/2025"
"47286","DBL CYTARABINE 2g/20mL injection vial","cytarabine","Injection, solution","100 mg/mL","Pfizer Australia Pty Ltd","1800-675-229","Anticipated","14/05/2026","29/05/2026",,"Low","Available","Manufacturing","Another strength is available. The sponsor is working to expedite the next shipment.","14/01/2026"
"47541","SOFRAMYCIN framycetin 5mg/mL (as sulfate) ear and eye drops bottle","framycetin sulfate","Eye and Ear Drops","5 mg/mL","Pharmaco Australia Ltd","1800201564","Current","14/01/2026","10/04/2026",,"Medium","Limited Availability","Manufacturing","Sponsor is closely controlling the supply.","15/01/2026"
"47641","PROSTIN VR alprostadil 500 microgram/1mL injection ampoule","alprostadil","Injection, solution","500 microgram/mL","Pfizer Australia Pty Ltd","1800-675-229","Anticipated","2/04/2026","17/04/2026",,"Critical","Available","Manufacturing","The sponsor is closely controlling supply. An alternative brand is available.","9/12/2025"
"47860","ULTRATAG RBC kit for the preparation of Technetium [99mTc] labelled red blood cells","stannous chloride dihydrate","Injection, powder for","19.2 microgram/mL","Landauer Radiopharmaceuticals Pty Ltd","0286514000","Current","16/12/2025","10/02/2026",,"Low","Unavailable","Manufacturing","Sponsor is working to expedite the next shipment.","7/01/2026"
"47886","TARGOCID teicoplanin 400mg powder for injection vial with diluent ampoule","teicoplanin~water for injections","Diluent, not applicable~Injection, powder for","400 mg~3.14 mL","Sanofi-Aventis Australia Pty Ltd","1800818806","Discontinued",,,"30/06/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative brands are available.","19/12/2025"
"47997","OPTIRAY 350 Ioversol 74% w/v 55.575g/75mL injection vial","ioversol","Injection, solution","741 mg/mL","Guerbet Australia Pty Ltd","02 8075 3007","Discontinued",,,"29/01/2025","Low","Unavailable","Manufacturing","OPTIRAY 350 Ioversol 74% w/v 55.575g/75mL injection vial (AUST R: 47997) has been in long term shortage since 2022. The sponsor has made the commercial decision to discontinue this product. For further information, contact Guerbet Australia Pty Ltd on 02 8075 3007.","11/02/2025"
"48055","Pfizer (Australia) VINCRISTINE SULFATE 2mg/2mL injection vial","vincristine sulfate","Injection, solution","1 mg/mL","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/05/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","28/08/2024"
"48230","RIMYCIN 150 rifampicin 150 mg capsule bottle","rifampicin","Capsule, hard","150 mg","Alphapharm Pty Ltd","1800 274 276","Resolved","1/09/2025","4/12/2025",,"Critical","Available","Manufacturing","","4/12/2025"
"48231","RIMYCIN 300 rifampicin 300 mg capsule bottle","rifampicin","Capsule, hard","300 mg","Alphapharm Pty Ltd","1800274276","Resolved","8/08/2025","3/12/2025",,"Critical","Available","Manufacturing","","4/12/2025"
"48357","XYLOCAINE 1% lidocaine hydrochloride 50mg/5mL injection ampoule","lidocaine hydrochloride","Injection, solution","10 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Resolved","27/11/2025","12/12/2025",,"Low","Available","Manufacturing","","16/12/2025"
"48361","XYLOCAINE 1% lidocaine hydrochloride 200mg/20mL injection ampoule","lidocaine hydrochloride","Injection, solution","10 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Anticipated","27/01/2026","11/05/2026",,"Medium","Available","Manufacturing","Alternative brands are available. Sponsor is working to expedite the next shipment","24/12/2025"
"48404","IMUKIN interferon gamma-1b recombinant human 2 million IU (100 micrograms)/0.5mL injection vial","Interferon gamma1b","Injection, solution","4 million IU/mL","Link Medical Products Pty Ltd T/A Link Pharmaceuticals","1800 181 060","Discontinued",,,"30/04/2026","Critical","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","","28/10/2025"
"48431","DALACIN V clindamycin 2% (20mg/g) (as phosphate) cream tube","clindamycin phosphate","Cream","22.8 mg/g","Pfizer Australia Pty Ltd","1800675229","Anticipated","1/03/2026","10/04/2026",,"Medium","Available","Unexpected increase in consumer demand","Sponsor is working to expedite the next shipment.","23/01/2026"
"48486","RISPERDAL risperidone 2mg tablet blister pack","risperidone","Tablet, film coated","2 mg","Janssen-Cilag Pty Ltd","1800226334","Discontinued",,,"15/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","31/07/2025"
"48515","BAXTER 0.9% SODIUM CHLORIDE 900mg/100mL injection BP bag AHB1307/AHB1364","sodium chloride","Injection, intravenous infusion","9 g/L","Baxter Healthcare Pty Ltd","1300302409","Current","1/03/2023","30/06/2026",,"Low","Limited Availability","Unexpected increase in demand due to other sponsors unable to supply","Overseas-registered alternatives have been approved for supply under Section 19A. See the website: https://www.tga.gov.au/ws-sl9a-index and search for the active ingredient. The TGA have published a web statement outlining key information about the shortage which is available at https://www.tga.gov.au/safety/shortages/information-about-major-medicine-shortages/about-shortage-intravenous-iv-fluids.","29/10/2025"
"49278","Bridgewest SODIUM CHLORIDE 0.9% (90mg/10mL) injection BP ampoule","sodium chloride","Injection, solution","90 mg","Bridgewest Perth Pharma Pty Ltd","1800161156","Current","1/07/2024","31/03/2026",,"Low","Limited Availability","Manufacturing","The sponsor is working to expedite the next shipment. Alternative product are available.","4/04/2025"
"49280","Pfizer (Australia) SODIUM CHLORIDE 0.9% (900mg/100mL) IV infusion","sodium chloride","Injection, intravenous infusion","900 mg","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/09/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","10/06/2025"
"49296","Bridgewest LIDOCAINE INJECTION 1% 50 mg/5 mL solution for injection ampoule","lidocaine hydrochloride monohydrate","Injection, solution","10 mg/mL","Bridgewest Perth Pharma Pty Ltd","1800161156","Resolved","25/06/2025","30/10/2025",,"Low","Available","Manufacturing","","31/10/2025"
"49297","Bridgewest LIDOCAINE INJECTION 1% 200 mg/20 mL solution for injection ampoule","lidocaine hydrochloride monohydrate","Injection, solution","10 mg/mL","Bridgewest Perth Pharma Pty Ltd","1800161156","Current","27/06/2025","31/01/2026",,"Low","Limited Availability","Manufacturing","The sponsor is closely controlling the supply. Alternative brands are available.","31/10/2025"
"49422","OPTIRAY 320 Ioversol 33.9g/50mL injection vial","ioversol","Injection, solution","678 mg/mL","Guerbet Australia Pty Ltd","02 8075 3007","Discontinued",,,"29/01/2025","Low","Unavailable","Manufacturing","OPTIRAY 320 Ioversol 33.9g/50mL injection vial (AUST R: 49422) has been in long term shortage since 2022. The sponsor has made the commercial decision to discontinue this product. For further information, contact Guerbet Australia Pty Ltd on 02 8075 3007.","11/02/2025"
"49481","KINSON levodopa 100 mg with carbidopa (as monohydrate) 25 mg tablet bottle","levodopa~carbidopa monohydrate","Tablet, uncoated","100 mg~26.9 mg","Alphapharm Pty Ltd","1800274276","Current","8/01/2026","23/01/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","9/01/2026"
"49612","OPTIRAY 350 Ioversol 74% w/v 148.2g/200mL injection vial","ioversol","Injection, solution","741 mg/mL","Guerbet Australia Pty Ltd","02 8075 3007","Discontinued",,,"29/01/2025","Medium","Unavailable","Manufacturing","OPTIRAY 350 Ioversol 74% w/v 148.2g/200mL injection vial (AUST R: 49612) has been in long term shortage since 2022. The sponsor has made the commercial decision to discontinue this product. For further information, contact Guerbet Australia Pty Ltd on 02 8075 3007.","11/02/2025"
"50578","ANZATAX paclitaxel 30mg/5mL injection vial","paclitaxel","Injection, concentrated","6 mg/mL","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"6/10/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Other strengths are available.","8/10/2025"
"51734","BURINEX bumetanide 1mg tablet blister pack.","bumetanide","Tablet, uncoated","1 mg","AFT Pharmaceuticals Pty Ltd","02 94200420","Resolved","7/11/2025","14/11/2025",,"Medium","Available","Manufacturing","","17/11/2025"
"51796","OPTIRAY 350 ULTRAJECT Ioversol 74% w/v 37.05g/50mL injection syringe","ioversol","Injection, solution","741 mg/mL","Guerbet Australia Pty Ltd","0280753007","Discontinued",,,"28/01/2025","Low","Unavailable","Manufacturing","OPTIRAY 350 ULTRAJECT Ioversol 74% w/v 37.05g/50mL injection syringe (AUST R: 51796) has been in long term shortage since 2022. The sponsor has made the commercial decision to discontinue this product. For further information, contact Guerbet Australia Pty Ltd on 02 8075 3007.","11/02/2025"
"52030","MINITRAN 15 glyceryl trinitrate 15mg/24 hour transdermal drug delivery system, sachet","glyceryl trinitrate","Drug delivery system, transdermal","54 mg","iNova Pharmaceuticals (Australia) Pty Ltd","1800 630 056","Discontinued",,,"1/01/2026","Low","Unavailable","Commercial Changes / Commercial viability","Alternative presentations are available.","30/07/2025"
"52201","MOBILIS 10 piroxicam 10mg capsule bottle","piroxicam","Capsule, hard","10 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"16/04/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","17/04/2025"
"52202","MOBILIS 20 piroxicam 20mg capsule bottle","piroxicam","Capsule, hard","20 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"16/04/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","17/04/2025"
"52395","NAROPIN 0.2% ropivacaine hydrochloride 400mg/200mL  injection bag","ropivacaine hydrochloride","Injection, solution","2 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"6/02/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","27/02/2025"
"52396","NAROPIN 0.2% ropivacaine hydrochloride 200mg/100mL  injection bag","ropivacaine hydrochloride","Injection, solution","2 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"30/06/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","1/05/2025"
"52397","NAROPIN 1% ropivacaine hydrochloride 200mg/20mL injection ampoule","ropivacaine hydrochloride","Injection, solution","10 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Anticipated","27/02/2026","22/06/2026",,"Medium","Available","Manufacturing","Alternative brands are available.","7/01/2026"
"52398","NAROPIN 1% ropivacaine hydrochloride 100mg/10mL injection ampoule","ropivacaine hydrochloride","Injection, solution","10 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","27/11/2025","24/04/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","1/12/2025"
"52399","NAROPIN 0.75% ropivacaine hydrochloride 150mg/20mL injection ampoule","ropivacaine hydrochloride","Injection, solution","7.5 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","12/09/2025","12/02/2026",,"Low","Limited Availability","Manufacturing","Sponsor is working to expedite the next shipment. An alternative brand is available.","1/12/2025"
"52400","NAROPIN 0.75% ropivacaine hydrochloride 75mg/10mL injection ampoule","ropivacaine hydrochloride","Injection, solution","7.5 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","12/09/2025","28/04/2026",,"Low","Unavailable","Manufacturing","Sponsor is working to expedite the next shipment. Alternative presentations are available.","1/12/2025"
"52405","NAROPIN 0.2% ropivacaine hydrochloride 40mg/20mL injection ampoule","ropivacaine hydrochloride","Injection, solution","2 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","22/07/2025","27/02/2026",,"Low","Limited Availability","Unexpected increase in demand due to other sponsors unable to supply","An alternative brand is available.","26/11/2025"
"52406","NAROPIN 0.2% ropivacaine hydrochloride 20mg/10mL injection ampoule","ropivacaine hydrochloride","Injection, solution","2 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","1/12/2025","10/03/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available.","3/12/2025"
"53488","HUMALOG insulin lispro 100 IU/mL injection multidose vial","Insulin lispro","Injection, solution","100 IU/mL","Eli Lilly Australia Pty Ltd","1800454559","Discontinued",,,"1/08/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative presentations available. Patients are advised to consult their healthcare professional to discuss alternative treatment options.","4/12/2025"
"53582","DIPENTUM olsalazine sodium 500mg tablet bottle","olsalazine sodium","Tablet, uncoated","500 mg","Atnahs Pharma Australia Pty Ltd","1800 899 005","Current","11/10/2022","31/10/2026",,"Medium","Unavailable","Manufacturing","Patients are advised to consult their health professional to discuss alternative treatment options.","16/10/2025"
"54860","RADPHARM MAA kit for the production of Technetium (99mTc) Macrosalb powder for injection multidose vial","aggregated albumin~Albumin~stannous chloride","Injection, powder for","2.25 mg~.25 mg~.21 mg","Global Medical Solutions Australia Pty Limited T/A Radpharm Scientific","0295038100","Current","16/11/2017","31/12/2026",,"Medium","Unavailable","Commercial Changes / Commercial viability","","2/01/2026"
"55022","TRUSOPT dorzolamide 20mg/mL (as hydrochloride) eye drops bottle","dorzolamide hydrochloride","Eye Drops, solution","22.26 mg/mL","Mundipharma Pty Ltd","1800 188 009","Discontinued",,,"30/04/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative brand is available.","29/10/2025"
"55273","LUMIN 20 Mianserin hydrochloride 20mg tablet blister pack","mianserin hydrochloride","Tablet, film coated","20 mg","Alphapharm Pty Ltd","1800274276","Resolved","27/10/2025","2/12/2025",,"Low","Available","Manufacturing","","3/12/2025"
"55618","BETOQUIN betaxolol 5.0mg/mL (as hydrochloride) eye drops solution bottle","betaxolol hydrochloride","Eye Drops, solution","5.6 mg/mL","Novartis Pharmaceuticals Australia Pty Ltd","1800671203","Discontinued",,,"1/05/2025","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Patients are advised to consult their health professional to discuss alternative treatment options.","18/11/2024"
"55931","NIMBEX cisatracurium (as besilate) 10mg/5mL injection ampoule","cisatracurium besilate","Injection, solution","2.68 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","7/11/2025","16/03/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","11/11/2025"
"55934","NIMBEX cisatracurium (as besilate) 150mg/30mL injection vial","cisatracurium besilate","Injection, solution","6.7 mg/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Anticipated","20/02/2026","1/06/2026",,"Medium","Available","Manufacturing","Sponsor is working to expedite the next shipment.","28/11/2025"
"56475","PRESOLOL 100 labetalol hydrochloride 100mg tablet bottle","labetalol hydrochloride","Tablet, film coated","100 mg","Alphapharm Pty Ltd","1800274276","Resolved","25/07/2025","8/12/2025",,"Low","Available","Manufacturing","","9/12/2025"
"56476","PRESOLOL 200 labetalol hydrochloride 200mg tablet bottle","labetalol hydrochloride","Tablet, film coated","200 mg","Alphapharm Pty Ltd","1800274276","Anticipated","6/02/2026","3/04/2026",,"Low","Available","Manufacturing","Sponsor is closely controlling the supply.","17/12/2025"
"56604","ZYPREXA olanzapine 5mg tablet blister pack","olanzapine","Tablet, film coated","5 mg","Pharmaco Australia Ltd","1800201564","Resolved","17/12/2025","21/01/2026",,"Low","Available","Transport / Logistic issues / Storage capacity issues","","22/01/2026"
"57011","Bridgewest CHLORHEXIDINE 0.05% CETRIMIDE 0.5% irrigation solution ampoule","chlorhexidine gluconate~cetrimide","Solution, irrigation","15 mg~150 mg","Bridgewest Perth Pharma Pty Ltd","089362 0666","Anticipated","1/02/2026","30/09/2026",,"Medium","Available","Manufacturing","","19/11/2025"
"57021","Bridgewest CHLORHEXIDINE 0.015% CETRIMIDE 0.15% irrigation solution ampoule","chlorhexidine gluconate~cetrimide","Solution, irrigation","4.5 mg~45 mg","Bridgewest Perth Pharma Pty Ltd","089362 0666","Anticipated","1/02/2026","31/08/2026",,"Medium","Available","Manufacturing","","19/11/2025"
"57262","LAMICTAL lamotrigine 200 mg dispersible/chewable tablet blister pack","lamotrigine","Tablet","200 mg","Aspen Pharmacare Australia Pty Ltd","1300659646","Current","23/12/2025","15/04/2026",,"Medium","Unavailable","Manufacturing","Alternative generic brands are available.","24/12/2025"
"57360","CABASER Cabergoline 1mg tablet bottle","cabergoline","Tablet, uncoated","1 mg","Pfizer Australia Pty Ltd","1800 675 229","Anticipated","9/02/2026","2/03/2026",,"Medium","Available","Manufacturing","Sponsor is working to expedite the next shipment.","1/12/2025"
"58598","HYCAMTIN Topotecan (as hydrochloride) 4mg powder for injection vial","topotecan hydrochloride","Injection, powder for","4 mg","Sandoz Pty Ltd","1800726369","Discontinued",,,"12/05/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative brand available.","26/05/2025"
"59320","MINIRIN desmopressin acetate 10 microgram/actuation nasal spray","desmopressin acetate","Spray, solution",".1 mg/mL","Ferring Pharmaceuticals Pty Ltd","1800512340","Current","20/07/2020","31/03/2026",,"Medium","Unavailable","Product recall","An unregistered product has been approved for supply under Section 19A. The approval holder Medsurge Pty Ltd can be contacted for details on supply on 1300 788 261.","8/09/2025"
"59743","FARESTON toremifene (as citrate) 60mg tablet blister pack","toremifene citrate","Tablet, uncoated","88.5 mg","Orion Pharma (AUS) Pty Limited","+61 2 8067 8704","Discontinued",,,"1/10/2025","Critical","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Patients are advised to consult their health professional to discuss alternative treatment options","24/12/2024"
"59912","ONCOTICE BCG 5 hundred million CFU powder for injection vial","Mycobacterium bovis (Bacillus Calmette and Guerin (BCG) strain)","Injection, powder for","200000000 CFU","Merck Sharp & Dohme (Australia) Pty Ltd","1800818553","Current","1/01/2019","31/12/2026",,"Critical","Limited Availability","Unexpected increase in consumer demand","An unregistered product has been approved for supply under Section 19A. See the website: https://www.tga.gov.au/ws-s19a-index and search for the active ingredient.","18/07/2025"
"60448","DEPTRAN 25 doxepin 25mg (as hydrochloride) capsule blister pack","doxepin hydrochloride","Capsule, hard","28.25 mg","Alphapharm Pty Ltd","1800274276","Current","8/12/2025","13/02/2026",,"Low","Unavailable","Manufacturing","The sponsor is closely constraining supply.","22/01/2026"
"60673","TOFRANIL 25 imipramine hydrochloride 25mg tablet blister pack","imipramine hydrochloride","Tablet, sugar coated","25 mg","Amdipharm Mercury Australia Pty Ltd","1800 627 680","Current","29/04/2022","28/02/2026",,"Critical","Unavailable","Manufacturing","An unregistered product has been approved for supply under Section 19A. See the website and search for the active ingredient: https://www.tga.gov.au/resources/section-19a-approvals","15/12/2025"
